List,dec
text+button,0.0%
popup_with_access,3.3%
text_only,26.7%
open_with,0.0%
text_empty,6.7%
share_with,94.2%
list+on_off,60.0%
advertisement+button,85.0%
image_list,4.4%
popup_date,16.7%
movie,63.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,0.0%
image_view,7.5%
location_selection,76.7%
continue_as_name,75.0%
popup_with_full_screen,14.3%
pinpoint_location,3.3%
popup_with_continue_as_name,77.1%
list,70.0%
camera,0.0%
picture,6.7%
popup,10.0%
navigation_menu,11.1%
input_form,10.0%
select_dialog,53.3%
calendar,90.0%
text_image,13.3%
continue_button,2.4%
theme,0.0%
homescreen,20.0%
Total,32.2%
