List,dec
text+button,16.7%
popup_with_access,3.3%
text_only,26.7%
open_with,80.0%
text_empty,6.7%
share_with,84.6%
list+on_off,0.0%
advertisement+button,92.5%
image_list,4.4%
popup_date,33.3%
movie,6.7%
menu_list,37.1%
translate_with_sound,100.0%
IME,10.0%
dialer,6.7%
translate,64.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,5.7%
pinpoint_location,0.0%
popup_with_continue_as_name,80.0%
list,12.5%
camera,2.5%
picture,0.0%
popup,3.3%
navigation_menu,2.2%
input_form,3.3%
select_dialog,23.3%
calendar,6.7%
text_image,13.3%
continue_button,2.4%
theme,0.0%
homescreen,40.0%
Total,24.3%
