List,dec
text+button,27.8%
popup_with_access,76.7%
text_only,63.3%
open_with,2.2%
text_empty,6.7%
share_with,94.2%
list+on_off,94.3%
advertisement+button,2.5%
image_list,20.0%
popup_date,0.0%
movie,3.3%
menu_list,2.9%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,5.0%
location_selection,3.3%
continue_as_name,0.0%
popup_with_full_screen,11.4%
pinpoint_location,6.7%
popup_with_continue_as_name,2.9%
list,17.5%
camera,0.0%
picture,6.7%
popup,3.3%
navigation_menu,4.4%
input_form,3.3%
select_dialog,30.0%
calendar,13.3%
text_image,16.7%
continue_button,4.8%
theme,0.0%
homescreen,20.0%
Total,21.2%
