List,dec
text+button,11.1%
popup_with_access,80.0%
text_only,20.0%
open_with,2.2%
text_empty,23.3%
share_with,94.2%
list+on_off,94.3%
advertisement+button,85.0%
image_list,2.2%
popup_date,66.7%
movie,13.3%
menu_list,80.0%
translate_with_sound,0.0%
IME,0.0%
dialer,13.3%
translate,92.0%
image_view,10.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,11.4%
pinpoint_location,76.7%
popup_with_continue_as_name,0.0%
list,2.5%
camera,32.5%
picture,53.3%
popup,0.0%
navigation_menu,2.2%
input_form,3.3%
select_dialog,50.0%
calendar,0.0%
text_image,10.0%
continue_button,9.5%
theme,0.0%
homescreen,20.0%
Total,30.2%
