List,dec
text+button,5.6%
popup_with_access,83.3%
text_only,10.0%
open_with,80.0%
text_empty,10.0%
share_with,80.8%
list+on_off,94.3%
advertisement+button,75.0%
image_list,33.3%
popup_date,50.0%
movie,20.0%
menu_list,37.1%
translate_with_sound,0.0%
IME,0.0%
dialer,13.3%
translate,92.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,5.7%
pinpoint_location,3.3%
popup_with_continue_as_name,77.1%
list,2.5%
camera,0.0%
picture,0.0%
popup,16.7%
navigation_menu,35.6%
input_form,36.7%
select_dialog,13.3%
calendar,10.0%
text_image,3.3%
continue_button,2.4%
theme,18.2%
homescreen,20.0%
Total,32.0%
