List,dec
text+button,0.0%
popup_with_access,0.0%
text_only,6.7%
open_with,0.0%
text_empty,10.0%
share_with,5.8%
list+on_off,68.6%
advertisement+button,0.0%
image_list,22.2%
popup_date,0.0%
movie,0.0%
menu_list,88.6%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,0.0%
image_view,2.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,76.7%
popup_with_continue_as_name,82.9%
list,25.0%
camera,22.5%
picture,0.0%
popup,0.0%
navigation_menu,0.0%
input_form,0.0%
select_dialog,0.0%
calendar,0.0%
text_image,0.0%
continue_button,0.0%
theme,4.5%
homescreen,0.0%
Total,15.3%
