List,dec
text+button,5.6%
popup_with_access,80.0%
text_only,40.0%
open_with,51.1%
text_empty,26.7%
share_with,76.9%
list+on_off,20.0%
advertisement+button,17.5%
image_list,64.4%
popup_date,0.0%
movie,3.3%
menu_list,2.9%
translate_with_sound,0.0%
IME,20.0%
dialer,6.7%
translate,92.0%
image_view,30.0%
location_selection,3.3%
continue_as_name,0.0%
popup_with_full_screen,2.9%
pinpoint_location,76.7%
popup_with_continue_as_name,80.0%
list,0.0%
camera,52.5%
picture,53.3%
popup,30.0%
navigation_menu,4.4%
input_form,3.3%
select_dialog,56.7%
calendar,0.0%
text_image,13.3%
continue_button,4.8%
theme,0.0%
homescreen,20.0%
Total,30.9%
