List,dec
text+button,22.2%
popup_with_access,3.3%
text_only,23.3%
open_with,2.2%
text_empty,16.7%
share_with,94.2%
list+on_off,11.4%
advertisement+button,27.5%
image_list,66.7%
popup_date,0.0%
movie,63.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,20.0%
translate,92.0%
image_view,7.5%
location_selection,3.3%
continue_as_name,0.0%
popup_with_full_screen,17.1%
pinpoint_location,0.0%
popup_with_continue_as_name,74.3%
list,30.0%
camera,0.0%
picture,0.0%
popup,3.3%
navigation_menu,31.1%
input_form,13.3%
select_dialog,53.3%
calendar,0.0%
text_image,6.7%
continue_button,0.0%
theme,0.0%
homescreen,20.0%
Total,27.2%
