List,dec
text+button,5.6%
popup_with_access,16.7%
text_only,26.7%
open_with,2.2%
text_empty,10.0%
share_with,94.2%
list+on_off,71.4%
advertisement+button,60.0%
image_list,2.2%
popup_date,0.0%
movie,40.0%
menu_list,82.9%
translate_with_sound,100.0%
IME,20.0%
dialer,6.7%
translate,4.0%
image_view,17.5%
location_selection,76.7%
continue_as_name,75.0%
popup_with_full_screen,17.1%
pinpoint_location,76.7%
popup_with_continue_as_name,74.3%
list,7.5%
camera,0.0%
picture,0.0%
popup,3.3%
navigation_menu,13.3%
input_form,3.3%
select_dialog,53.3%
calendar,76.7%
text_image,6.7%
continue_button,0.0%
theme,4.5%
homescreen,0.0%
Total,32.3%
