List,dec
text+button,0.0%
popup_with_access,83.3%
text_only,3.3%
open_with,4.4%
text_empty,3.3%
share_with,94.2%
list+on_off,91.4%
advertisement+button,30.0%
image_list,57.8%
popup_date,0.0%
movie,13.3%
menu_list,42.9%
translate_with_sound,0.0%
IME,0.0%
dialer,20.0%
translate,0.0%
image_view,17.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,23.3%
popup_with_continue_as_name,65.7%
list,25.0%
camera,2.5%
picture,46.7%
popup,0.0%
navigation_menu,0.0%
input_form,0.0%
select_dialog,60.0%
calendar,26.7%
text_image,0.0%
continue_button,0.0%
theme,9.1%
homescreen,0.0%
Total,26.0%
