List,dec
text+button,22.2%
popup_with_access,3.3%
text_only,6.7%
open_with,2.2%
text_empty,6.7%
share_with,1.9%
list+on_off,91.4%
advertisement+button,67.5%
image_list,66.7%
popup_date,16.7%
movie,30.0%
menu_list,42.9%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,96.0%
image_view,12.5%
location_selection,3.3%
continue_as_name,0.0%
popup_with_full_screen,2.9%
pinpoint_location,0.0%
popup_with_continue_as_name,2.9%
list,17.5%
camera,57.5%
picture,40.0%
popup,3.3%
navigation_menu,11.1%
input_form,3.3%
select_dialog,16.7%
calendar,80.0%
text_image,16.7%
continue_button,7.1%
theme,77.3%
homescreen,20.0%
Total,25.6%
