List,dec
r31,16.7%
r7,0.0%
r10,0.0%
r21,75.0%
r34,54.3%
r4,20.0%
r33,0.0%
r12,6.7%
r13,48.6%
r6,97.1%
r29,100.0%
r3,6.7%
r24,10.0%
r32,100.0%
r16,16.7%
r28,0.0%
r25,0.0%
r23,5.6%
r18,10.0%
r11,0.0%
r27,96.0%
r5,15.0%
r17,33.3%
r19,76.5%
r8,0.0%
r1,60.0%
r30,3.3%
r22,7.1%
r26,0.0%
r9,0.0%
r14,2.2%
r2,0.0%
r20,100.0%
r15,13.3%
Total,29.7%
