List,dec
text+button,0.0%
popup_with_access,76.7%
text_only,3.3%
open_with,51.1%
text_empty,3.3%
share_with,76.9%
list+on_off,71.4%
advertisement+button,17.5%
image_list,22.2%
popup_date,16.7%
movie,63.3%
menu_list,40.0%
translate_with_sound,0.0%
IME,10.0%
dialer,20.0%
translate,92.0%
image_view,20.0%
location_selection,76.7%
continue_as_name,0.0%
popup_with_full_screen,8.6%
pinpoint_location,76.7%
popup_with_continue_as_name,80.0%
list,2.5%
camera,57.5%
picture,53.3%
popup,3.3%
navigation_menu,4.4%
input_form,30.0%
select_dialog,26.7%
calendar,10.0%
text_image,3.3%
continue_button,4.8%
theme,0.0%
homescreen,0.0%
Total,33.4%
