List,dec
r31,0.0%
r7,0.0%
r10,40.0%
r21,62.5%
r34,68.6%
r4,30.0%
r33,100.0%
r12,40.0%
r13,2.9%
r6,97.1%
r29,86.5%
r3,40.0%
r24,10.0%
r32,0.0%
r16,6.7%
r28,0.0%
r25,20.0%
r23,16.7%
r18,16.7%
r11,2.2%
r27,96.0%
r5,25.0%
r17,23.3%
r19,94.1%
r8,3.3%
r1,0.0%
r30,0.0%
r22,4.8%
r26,0.0%
r9,9.1%
r14,15.6%
r2,5.0%
r20,57.5%
r15,10.0%
Total,28.5%
