List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,76.7%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,42.9%,45.7%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,26.7%,0.0%
r13,91.4%,91.4%
r6,91.4%,91.4%
r29,90.4%,90.4%
r3,0.0%,0.0%
r24,30.0%,25.0%
r32,0.0%,0.0%
r16,10.0%,40.0%
r28,75.6%,100.0%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,33.3%,30.0%
r11,24.4%,31.1%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,76.7%,76.7%
r1,66.7%,66.7%
r30,0.0%,10.0%
r22,9.5%,4.8%
r26,60.0%,40.0%
r9,0.0%,0.0%
r14,35.6%,33.3%
r2,50.0%,92.5%
r20,42.5%,45.0%
r15,60.0%,56.7%
Total,42.8%,47.1%
