List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,25.7%,0.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,23.3%
r13,71.4%,91.4%
r6,91.4%,91.4%
r29,100.0%,100.0%
r3,0.0%,0.0%
r24,0.0%,15.0%
r32,0.0%,0.0%
r16,43.3%,43.3%
r28,100.0%,100.0%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,36.7%,30.0%
r11,31.1%,31.1%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,73.3%,80.0%
r1,66.7%,66.7%
r30,10.0%,6.7%
r22,9.5%,0.0%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,22.2%,24.4%
r2,95.0%,97.5%
r20,45.0%,42.5%
r15,56.7%,56.7%
Total,48.0%,48.1%
