List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,25.7%,25.7%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,16.7%
r13,97.1%,97.1%
r6,91.4%,97.1%
r29,92.3%,92.3%
r3,0.0%,6.7%
r24,10.0%,0.0%
r32,0.0%,0.0%
r16,43.3%,43.3%
r28,97.8%,88.9%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,3.3%,6.7%
r11,24.4%,0.0%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,3.3%,13.3%
r19,0.0%,0.0%
r8,73.3%,76.7%
r1,70.0%,70.0%
r30,26.7%,30.0%
r22,19.0%,31.0%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,0.0%,0.0%
r2,37.5%,35.0%
r20,25.0%,20.0%
r15,60.0%,66.7%
Total,42.3%,41.9%
