List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,23.3%,23.3%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,14.3%,14.3%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,16.7%,40.0%
r13,97.1%,97.1%
r6,91.4%,91.4%
r29,90.4%,90.4%
r3,0.0%,0.0%
r24,5.0%,12.5%
r32,0.0%,0.0%
r16,33.3%,10.0%
r28,100.0%,100.0%
r25,83.3%,83.3%
r23,11.1%,16.7%
r18,0.0%,20.0%
r11,31.1%,31.1%
r27,0.0%,0.0%
r5,0.0%,0.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,60.0%,60.0%
r1,86.7%,86.7%
r30,0.0%,0.0%
r22,9.5%,2.4%
r26,100.0%,0.0%
r9,100.0%,100.0%
r14,2.2%,4.4%
r2,20.0%,77.5%
r20,47.5%,47.5%
r15,0.0%,60.0%
Total,38.6%,41.4%
