List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,0.0%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,28.6%,20.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,97.1%,97.1%
r6,91.4%,94.3%
r29,92.3%,92.3%
r3,0.0%,0.0%
r24,25.0%,25.0%
r32,0.0%,0.0%
r16,40.0%,40.0%
r28,97.8%,97.8%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,26.7%,0.0%
r11,48.9%,22.2%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,0.0%,3.3%
r19,0.0%,0.0%
r8,76.7%,83.3%
r1,70.0%,70.0%
r30,33.3%,33.3%
r22,0.0%,7.1%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,0.0%,2.2%
r2,35.0%,37.5%
r20,25.0%,20.0%
r15,56.7%,60.0%
Total,45.5%,42.7%
