List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,5.7%,17.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,57.1%,65.7%
r6,91.4%,91.4%
r29,90.4%,96.2%
r3,0.0%,13.3%
r24,12.5%,0.0%
r32,100.0%,100.0%
r16,56.7%,53.3%
r28,97.8%,97.8%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,0.0%,23.3%
r11,24.4%,24.4%
r27,96.0%,96.0%
r5,32.5%,32.5%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,80.0%,83.3%
r1,3.3%,3.3%
r30,30.0%,10.0%
r22,26.2%,23.8%
r26,40.0%,0.0%
r9,0.0%,0.0%
r14,0.0%,2.2%
r2,32.5%,65.0%
r20,50.0%,25.0%
r15,60.0%,60.0%
Total,42.6%,42.4%
