List,gaussian_mixture,kmeans
r31,83.3%,83.3%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,20.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,13.3%,13.3%
r13,97.1%,97.1%
r6,91.4%,91.4%
r29,90.4%,90.4%
r3,0.0%,0.0%
r24,0.0%,0.0%
r32,0.0%,96.7%
r16,43.3%,43.3%
r28,100.0%,71.1%
r25,83.3%,83.3%
r23,16.7%,0.0%
r18,33.3%,36.7%
r11,31.1%,24.4%
r27,0.0%,96.0%
r5,0.0%,0.0%
r17,3.3%,0.0%
r19,0.0%,0.0%
r8,80.0%,63.3%
r1,73.3%,73.3%
r30,0.0%,3.3%
r22,21.4%,21.4%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,35.6%,0.0%
r2,67.5%,32.5%
r20,25.0%,25.0%
r15,66.7%,66.7%
Total,44.7%,44.8%
