List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,23.3%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,0.0%,25.7%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,26.7%
r13,91.4%,91.4%
r6,94.3%,91.4%
r29,94.2%,100.0%
r3,0.0%,0.0%
r24,12.5%,17.5%
r32,0.0%,100.0%
r16,23.3%,50.0%
r28,100.0%,100.0%
r25,83.3%,83.3%
r23,0.0%,0.0%
r18,13.3%,0.0%
r11,31.1%,73.3%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,23.3%,0.0%
r19,0.0%,0.0%
r8,63.3%,66.7%
r1,80.0%,80.0%
r30,0.0%,0.0%
r22,0.0%,21.4%
r26,60.0%,60.0%
r9,100.0%,0.0%
r14,40.0%,40.0%
r2,52.5%,52.5%
r20,50.0%,50.0%
r15,63.3%,70.0%
Total,45.7%,50.2%
