List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,100.0%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,34.3%,20.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,91.4%,80.0%
r6,91.4%,0.0%
r29,100.0%,100.0%
r3,0.0%,0.0%
r24,12.5%,15.0%
r32,0.0%,0.0%
r16,53.3%,53.3%
r28,24.4%,100.0%
r25,83.3%,83.3%
r23,11.1%,0.0%
r18,0.0%,23.3%
r11,31.1%,31.1%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,76.7%,80.0%
r1,70.0%,70.0%
r30,0.0%,26.7%
r22,4.8%,0.0%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,20.0%,51.1%
r2,32.5%,52.5%
r20,0.0%,0.0%
r15,0.0%,63.3%
Total,39.4%,46.4%
