List,dec
text+button,5.6%
popup_with_access,0.0%
text_only,30.0%
open_with,24.4%
text_empty,0.0%
share_with,76.9%
list+on_off,91.4%
advertisement+button,42.5%
image_list,60.0%
popup_date,0.0%
movie,40.0%
menu_list,80.0%
translate_with_sound,94.1%
IME,10.0%
dialer,0.0%
translate,92.0%
image_view,10.0%
location_selection,0.0%
continue_as_name,37.5%
popup_with_full_screen,0.0%
pinpoint_location,80.0%
popup_with_continue_as_name,80.0%
list,10.0%
camera,12.5%
picture,0.0%
popup,0.0%
navigation_menu,6.7%
input_form,0.0%
select_dialog,0.0%
calendar,33.3%
text_image,0.0%
continue_button,0.0%
theme,13.6%
homescreen,0.0%
Total,30.1%
