List,dec
text+button,0.0%
popup_with_access,3.3%
text_only,56.7%
open_with,28.9%
text_empty,63.3%
share_with,80.8%
list+on_off,91.4%
advertisement+button,92.5%
image_list,17.8%
popup_date,16.7%
movie,60.0%
menu_list,77.1%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,92.0%
image_view,5.0%
location_selection,3.3%
continue_as_name,0.0%
popup_with_full_screen,11.4%
pinpoint_location,80.0%
popup_with_continue_as_name,77.1%
list,25.0%
camera,0.0%
picture,0.0%
popup,0.0%
navigation_menu,17.8%
input_form,10.0%
select_dialog,0.0%
calendar,20.0%
text_image,0.0%
continue_button,2.4%
theme,18.2%
homescreen,0.0%
Total,32.8%
