List,dec
text+button,5.6%
popup_with_access,80.0%
text_only,40.0%
open_with,2.2%
text_empty,23.3%
share_with,94.2%
list+on_off,94.3%
advertisement+button,85.0%
image_list,64.4%
popup_date,50.0%
movie,33.3%
menu_list,80.0%
translate_with_sound,100.0%
IME,10.0%
dialer,13.3%
translate,0.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,11.4%
pinpoint_location,0.0%
popup_with_continue_as_name,5.7%
list,0.0%
camera,12.5%
picture,53.3%
popup,13.3%
navigation_menu,35.6%
input_form,3.3%
select_dialog,0.0%
calendar,0.0%
text_image,6.7%
continue_button,0.0%
theme,0.0%
homescreen,20.0%
Total,30.2%
