List,dec
text+button,11.1%
popup_with_access,80.0%
text_only,33.3%
open_with,2.2%
text_empty,3.3%
share_with,84.6%
list+on_off,94.3%
advertisement+button,25.0%
image_list,15.6%
popup_date,16.7%
movie,53.3%
menu_list,2.9%
translate_with_sound,29.4%
IME,20.0%
dialer,6.7%
translate,92.0%
image_view,2.5%
location_selection,76.7%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,3.3%
popup_with_continue_as_name,80.0%
list,2.5%
camera,90.0%
picture,40.0%
popup,3.3%
navigation_menu,62.2%
input_form,13.3%
select_dialog,0.0%
calendar,0.0%
text_image,6.7%
continue_button,11.9%
theme,95.5%
homescreen,0.0%
Total,34.5%
