List,dec
text+button,0.0%
popup_with_access,0.0%
text_only,13.3%
open_with,0.0%
text_empty,10.0%
share_with,76.9%
list+on_off,94.3%
advertisement+button,0.0%
image_list,57.8%
popup_date,50.0%
movie,10.0%
menu_list,80.0%
translate_with_sound,17.6%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,0.0%
pinpoint_location,43.3%
popup_with_continue_as_name,85.7%
list,0.0%
camera,50.0%
picture,0.0%
popup,0.0%
navigation_menu,4.4%
input_form,0.0%
select_dialog,63.3%
calendar,0.0%
text_image,20.0%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,26.7%
