List,dec
text+button,5.6%
popup_with_access,76.7%
text_only,20.0%
open_with,51.1%
text_empty,63.3%
share_with,80.8%
list+on_off,91.4%
advertisement+button,92.5%
image_list,17.8%
popup_date,16.7%
movie,6.7%
menu_list,77.1%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,2.5%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,8.6%
pinpoint_location,80.0%
popup_with_continue_as_name,2.9%
list,5.0%
camera,0.0%
picture,0.0%
popup,20.0%
navigation_menu,17.8%
input_form,3.3%
select_dialog,63.3%
calendar,56.7%
text_image,3.3%
continue_button,2.4%
theme,0.0%
homescreen,20.0%
Total,33.1%
