List,dec
text+button,5.6%
popup_with_access,76.7%
text_only,36.7%
open_with,17.8%
text_empty,3.3%
share_with,1.9%
list+on_off,91.4%
advertisement+button,85.0%
image_list,2.2%
popup_date,0.0%
movie,6.7%
menu_list,80.0%
translate_with_sound,0.0%
IME,30.0%
dialer,6.7%
translate,92.0%
image_view,7.5%
location_selection,76.7%
continue_as_name,0.0%
popup_with_full_screen,5.7%
pinpoint_location,0.0%
popup_with_continue_as_name,2.9%
list,22.5%
camera,2.5%
picture,20.0%
popup,26.7%
navigation_menu,2.2%
input_form,10.0%
select_dialog,10.0%
calendar,66.7%
text_image,13.3%
continue_button,4.8%
theme,0.0%
homescreen,0.0%
Total,25.2%
