List,dec
text+button,5.6%
popup_with_access,80.0%
text_only,23.3%
open_with,0.0%
text_empty,6.7%
share_with,94.2%
list+on_off,20.0%
advertisement+button,85.0%
image_list,0.0%
popup_date,0.0%
movie,63.3%
menu_list,2.9%
translate_with_sound,11.8%
IME,10.0%
dialer,13.3%
translate,92.0%
image_view,2.5%
location_selection,76.7%
continue_as_name,0.0%
popup_with_full_screen,8.6%
pinpoint_location,3.3%
popup_with_continue_as_name,2.9%
list,15.0%
camera,2.5%
picture,53.3%
popup,3.3%
navigation_menu,6.7%
input_form,0.0%
select_dialog,3.3%
calendar,3.3%
text_image,0.0%
continue_button,31.0%
theme,0.0%
homescreen,0.0%
Total,23.5%
