List,dec
text+button,5.6%
popup_with_access,80.0%
text_only,20.0%
open_with,0.0%
text_empty,23.3%
share_with,94.2%
list+on_off,94.3%
advertisement+button,85.0%
image_list,64.4%
popup_date,16.7%
movie,30.0%
menu_list,2.9%
translate_with_sound,0.0%
IME,0.0%
dialer,13.3%
translate,92.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,11.4%
pinpoint_location,76.7%
popup_with_continue_as_name,0.0%
list,2.5%
camera,2.5%
picture,53.3%
popup,6.7%
navigation_menu,4.4%
input_form,33.3%
select_dialog,63.3%
calendar,90.0%
text_image,6.7%
continue_button,9.5%
theme,0.0%
homescreen,0.0%
Total,33.0%
