List,dec
c12,10.0%
c13,14.3%
c18,3.3%
c21,13.2%
c6,97.1%
c3,13.3%
c1,20.0%
c23,7.9%
c5,32.5%
c17,10.0%
c11,73.3%
c2,0.0%
c7,0.0%
c16,20.0%
c15,33.3%
c10,0.0%
c20,5.3%
c14,15.6%
c9,18.2%
c19,0.0%
c22,100.0%
c8,0.0%
c4,0.0%
Total,24.9%
