List,dec
c12,0.0%
c13,48.6%
c18,6.7%
c21,2.6%
c6,0.0%
c3,6.7%
c1,3.3%
c23,5.3%
c5,10.0%
c17,10.0%
c11,97.8%
c2,32.5%
c7,23.3%
c16,0.0%
c15,6.7%
c10,0.0%
c20,5.3%
c14,22.2%
c9,0.0%
c19,0.0%
c22,2.7%
c8,0.0%
c4,0.0%
Total,15.7%
