List,dec
c12,3.3%
c13,97.1%
c18,20.0%
c21,15.8%
c6,91.4%
c3,0.0%
c1,23.3%
c23,26.3%
c5,7.5%
c17,10.0%
c11,17.8%
c2,20.0%
c7,23.3%
c16,20.0%
c15,0.0%
c10,20.0%
c20,5.3%
c14,6.7%
c9,18.2%
c19,0.0%
c22,24.3%
c8,76.7%
c4,20.0%
Total,25.0%
