List,dec
text+button,0.0%
popup_with_access,0.0%
text_only,3.3%
open_with,0.0%
text_empty,6.7%
share_with,75.0%
list+on_off,0.0%
advertisement+button,0.0%
image_list,62.2%
popup_date,50.0%
movie,10.0%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,0.0%
image_view,12.5%
location_selection,23.3%
continue_as_name,75.0%
popup_with_full_screen,0.0%
pinpoint_location,83.3%
popup_with_continue_as_name,82.9%
list,2.5%
camera,60.0%
picture,0.0%
popup,0.0%
navigation_menu,2.2%
input_form,0.0%
select_dialog,3.3%
calendar,0.0%
text_image,0.0%
continue_button,14.3%
theme,0.0%
homescreen,0.0%
Total,21.0%
