List,dec
text+button,5.6%
popup_with_access,3.3%
text_only,10.0%
open_with,0.0%
text_empty,20.0%
share_with,94.2%
list+on_off,94.3%
advertisement+button,85.0%
image_list,17.8%
popup_date,16.7%
movie,6.7%
menu_list,2.9%
translate_with_sound,0.0%
IME,0.0%
dialer,13.3%
translate,92.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,11.4%
pinpoint_location,3.3%
popup_with_continue_as_name,2.9%
list,2.5%
camera,12.5%
picture,40.0%
popup,6.7%
navigation_menu,33.3%
input_form,33.3%
select_dialog,56.7%
calendar,90.0%
text_image,10.0%
continue_button,9.5%
theme,0.0%
homescreen,20.0%
Total,26.3%
