List,dec
c12,0.0%
c13,0.0%
c18,3.3%
c21,21.1%
c6,2.9%
c3,6.7%
c1,3.3%
c23,2.6%
c5,90.0%
c17,0.0%
c11,20.0%
c2,32.5%
c7,76.7%
c16,10.0%
c15,6.7%
c10,20.0%
c20,23.7%
c14,4.4%
c9,0.0%
c19,100.0%
c22,0.0%
c8,0.0%
c4,20.0%
Total,18.6%
