List,dec
c12,0.0%
c13,91.4%
c18,20.0%
c21,0.0%
c6,0.0%
c3,6.7%
c1,83.3%
c23,10.5%
c5,55.0%
c17,20.0%
c11,2.2%
c2,92.5%
c7,100.0%
c16,26.7%
c15,0.0%
c10,0.0%
c20,18.4%
c14,13.3%
c9,81.8%
c19,94.1%
c22,100.0%
c8,0.0%
c4,0.0%
Total,36.6%
