List,gaussian_mixture,kmeans
r31,100.0%,100.0%
r7,76.7%,76.7%
r10,40.0%,0.0%
r21,75.0%,75.0%
r34,0.0%,31.4%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,3.3%
r13,71.4%,71.4%
r6,91.4%,91.4%
r29,80.8%,78.8%
r3,0.0%,6.7%
r24,15.0%,20.0%
r32,96.7%,0.0%
r16,23.3%,23.3%
r28,31.1%,66.7%
r25,83.3%,6.7%
r23,5.6%,11.1%
r18,26.7%,10.0%
r11,24.4%,42.2%
r27,0.0%,96.0%
r5,27.5%,27.5%
r17,6.7%,6.7%
r19,5.9%,5.9%
r8,80.0%,80.0%
r1,6.7%,70.0%
r30,3.3%,10.0%
r22,9.5%,9.5%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,2.2%,2.2%
r2,2.5%,95.0%
r20,47.5%,47.5%
r15,10.0%,10.0%
Total,38.6%,43.5%
