List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,20.0%,40.0%
r21,75.0%,75.0%
r34,34.3%,28.6%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,57.1%
r6,25.7%,97.1%
r29,100.0%,63.5%
r3,6.7%,6.7%
r24,7.5%,5.0%
r32,20.0%,20.0%
r16,40.0%,40.0%
r28,42.2%,55.6%
r25,83.3%,83.3%
r23,5.6%,5.6%
r18,10.0%,6.7%
r11,22.2%,24.4%
r27,96.0%,96.0%
r5,2.5%,17.5%
r17,3.3%,3.3%
r19,0.0%,0.0%
r8,60.0%,3.3%
r1,70.0%,70.0%
r30,3.3%,3.3%
r22,2.4%,4.8%
r26,0.0%,60.0%
r9,0.0%,0.0%
r14,42.2%,13.3%
r2,87.5%,85.0%
r20,12.5%,12.5%
r15,0.0%,0.0%
Total,37.1%,37.2%
