List,gaussian_mixture,kmeans
r31,100.0%,0.0%
r7,23.3%,76.7%
r10,0.0%,40.0%
r21,75.0%,75.0%
r34,17.1%,17.1%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,30.0%
r13,40.0%,57.1%
r6,97.1%,97.1%
r29,36.5%,63.5%
r3,13.3%,13.3%
r24,12.5%,12.5%
r32,96.7%,76.7%
r16,20.0%,40.0%
r28,100.0%,100.0%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,10.0%,10.0%
r11,17.8%,22.2%
r27,96.0%,96.0%
r5,30.0%,22.5%
r17,13.3%,3.3%
r19,0.0%,0.0%
r8,16.7%,0.0%
r1,70.0%,73.3%
r30,3.3%,10.0%
r22,2.4%,9.5%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,4.4%,2.2%
r2,95.0%,0.0%
r20,72.5%,47.5%
r15,56.7%,26.7%
Total,44.1%,41.8%
