List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,75.0%,75.0%
r34,22.9%,20.0%
r4,20.0%,20.0%
r33,100.0%,0.0%
r12,40.0%,20.0%
r13,65.7%,88.6%
r6,5.7%,91.4%
r29,96.2%,96.2%
r3,13.3%,20.0%
r24,12.5%,12.5%
r32,80.0%,80.0%
r16,40.0%,23.3%
r28,100.0%,97.8%
r25,83.3%,10.0%
r23,5.6%,16.7%
r18,33.3%,30.0%
r11,24.4%,22.2%
r27,100.0%,100.0%
r5,30.0%,0.0%
r17,3.3%,13.3%
r19,0.0%,0.0%
r8,73.3%,76.7%
r1,66.7%,66.7%
r30,10.0%,3.3%
r22,2.4%,2.4%
r26,60.0%,40.0%
r9,100.0%,0.0%
r14,0.0%,33.3%
r2,32.5%,32.5%
r20,32.5%,32.5%
r15,0.0%,56.7%
Total,44.1%,40.7%
