List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,0.0%,76.7%
r10,40.0%,0.0%
r21,75.0%,0.0%
r34,40.0%,14.3%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,43.3%,43.3%
r13,91.4%,91.4%
r6,91.4%,91.4%
r29,5.8%,90.4%
r3,13.3%,6.7%
r24,10.0%,15.0%
r32,96.7%,96.7%
r16,3.3%,33.3%
r28,53.3%,53.3%
r25,83.3%,10.0%
r23,16.7%,16.7%
r18,20.0%,6.7%
r11,4.4%,42.2%
r27,0.0%,100.0%
r5,7.5%,2.5%
r17,30.0%,20.0%
r19,0.0%,0.0%
r8,16.7%,16.7%
r1,70.0%,70.0%
r30,0.0%,13.3%
r22,4.8%,11.9%
r26,100.0%,60.0%
r9,100.0%,100.0%
r14,4.4%,4.4%
r2,60.0%,0.0%
r20,50.0%,12.5%
r15,0.0%,0.0%
Total,35.9%,39.1%
