List,gaussian_mixture,kmeans
r31,100.0%,0.0%
r7,76.7%,76.7%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,17.1%,14.3%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,0.0%
r13,97.1%,97.1%
r6,91.4%,91.4%
r29,84.6%,80.8%
r3,6.7%,0.0%
r24,7.5%,12.5%
r32,0.0%,0.0%
r16,3.3%,40.0%
r28,100.0%,100.0%
r25,83.3%,83.3%
r23,22.2%,0.0%
r18,10.0%,3.3%
r11,24.4%,31.1%
r27,68.0%,4.0%
r5,25.0%,5.0%
r17,3.3%,3.3%
r19,0.0%,5.9%
r8,0.0%,0.0%
r1,73.3%,70.0%
r30,3.3%,13.3%
r22,2.4%,0.0%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,8.9%,35.6%
r2,52.5%,32.5%
r20,42.5%,42.5%
r15,10.0%,20.0%
Total,42.2%,39.4%
