List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,76.7%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,31.4%,11.4%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,6.7%
r13,88.6%,8.6%
r6,94.3%,91.4%
r29,100.0%,100.0%
r3,6.7%,0.0%
r24,12.5%,12.5%
r32,100.0%,100.0%
r16,30.0%,30.0%
r28,28.9%,28.9%
r25,83.3%,83.3%
r23,11.1%,11.1%
r18,16.7%,16.7%
r11,73.3%,22.2%
r27,4.0%,0.0%
r5,5.0%,25.0%
r17,16.7%,16.7%
r19,100.0%,100.0%
r8,63.3%,13.3%
r1,0.0%,0.0%
r30,0.0%,13.3%
r22,2.4%,7.1%
r26,60.0%,0.0%
r9,0.0%,100.0%
r14,6.7%,4.4%
r2,62.5%,0.0%
r20,60.0%,60.0%
r15,0.0%,56.7%
Total,41.8%,36.5%
