List,dec
r31,0.0%
r7,100.0%
r10,40.0%
r21,37.5%
r34,25.7%
r4,0.0%
r33,77.1%
r12,0.0%
r13,31.4%
r6,80.0%
r29,84.6%
r3,73.3%
r24,5.0%
r32,100.0%
r16,6.7%
r28,6.7%
r25,13.3%
r23,22.2%
r18,3.3%
r11,11.1%
r27,96.0%
r5,7.5%
r17,26.7%
r19,94.1%
r8,3.3%
r1,0.0%
r30,10.0%
r22,4.8%
r26,6.7%
r9,4.5%
r14,40.0%
r2,25.0%
r20,2.5%
r15,0.0%
Total,30.4%
