List,dec
r31,0.0%
r7,100.0%
r10,20.0%
r21,0.0%
r34,14.3%
r4,0.0%
r33,100.0%
r12,10.0%
r13,45.7%
r6,40.0%
r29,100.0%
r3,13.3%
r24,5.0%
r32,0.0%
r16,26.7%
r28,0.0%
r25,6.7%
r23,16.7%
r18,10.0%
r11,73.3%
r27,96.0%
r5,5.0%
r17,33.3%
r19,17.6%
r8,0.0%
r1,3.3%
r30,30.0%
r22,4.8%
r26,0.0%
r9,100.0%
r14,26.7%
r2,35.0%
r20,70.0%
r15,3.3%
Total,33.7%
