List,dec
text+button,5.6%
popup_with_access,3.3%
text_only,3.3%
open_with,2.2%
text_empty,6.7%
share_with,1.9%
list+on_off,65.7%
advertisement+button,60.0%
image_list,66.7%
popup_date,16.7%
movie,60.0%
menu_list,82.9%
translate_with_sound,0.0%
IME,30.0%
dialer,6.7%
translate,92.0%
image_view,17.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,3.3%
popup_with_continue_as_name,2.9%
list,7.5%
camera,32.5%
picture,0.0%
popup,3.3%
navigation_menu,13.3%
input_form,3.3%
select_dialog,56.7%
calendar,90.0%
text_image,13.3%
continue_button,7.1%
theme,0.0%
homescreen,0.0%
Total,25.0%
