List,dec
text+button,11.1%
popup_with_access,3.3%
text_only,16.7%
open_with,2.2%
text_empty,10.0%
share_with,30.8%
list+on_off,91.4%
advertisement+button,25.0%
image_list,4.4%
popup_date,33.3%
movie,6.7%
menu_list,40.0%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,10.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,8.6%
pinpoint_location,0.0%
popup_with_continue_as_name,5.7%
list,17.5%
camera,92.5%
picture,0.0%
popup,3.3%
navigation_menu,8.9%
input_form,16.7%
select_dialog,3.3%
calendar,83.3%
text_image,6.7%
continue_button,9.5%
theme,18.2%
homescreen,0.0%
Total,22.0%
