List,dec
text+button,16.7%
popup_with_access,70.0%
text_only,6.7%
open_with,60.0%
text_empty,26.7%
share_with,94.2%
list+on_off,17.1%
advertisement+button,85.0%
image_list,66.7%
popup_date,0.0%
movie,43.3%
menu_list,0.0%
translate_with_sound,0.0%
IME,0.0%
dialer,20.0%
translate,92.0%
image_view,5.0%
location_selection,60.0%
continue_as_name,100.0%
popup_with_full_screen,5.7%
pinpoint_location,0.0%
popup_with_continue_as_name,0.0%
list,27.5%
camera,5.0%
picture,53.3%
popup,3.3%
navigation_menu,13.3%
input_form,0.0%
select_dialog,6.7%
calendar,0.0%
text_image,3.3%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,28.1%
