List,dec
text+button,5.6%
popup_with_access,0.0%
text_only,3.3%
open_with,2.2%
text_empty,16.7%
share_with,94.2%
list+on_off,65.7%
advertisement+button,25.0%
image_list,2.2%
popup_date,0.0%
movie,63.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,17.5%
location_selection,76.7%
continue_as_name,0.0%
popup_with_full_screen,14.3%
pinpoint_location,76.7%
popup_with_continue_as_name,74.3%
list,2.5%
camera,2.5%
picture,0.0%
popup,3.3%
navigation_menu,28.9%
input_form,3.3%
select_dialog,53.3%
calendar,90.0%
text_image,6.7%
continue_button,11.9%
theme,0.0%
homescreen,20.0%
Total,31.5%
