List,dec
c12,6.7%
c13,97.1%
c18,10.0%
c21,5.3%
c6,68.6%
c3,6.7%
c1,23.3%
c23,26.3%
c5,2.5%
c17,10.0%
c11,31.1%
c2,62.5%
c7,76.7%
c16,20.0%
c15,0.0%
c10,0.0%
c20,2.6%
c14,24.4%
c9,18.2%
c19,94.1%
c22,18.9%
c8,76.7%
c4,20.0%
Total,31.3%
