List,dec
text+button,22.2%
popup_with_access,3.3%
text_only,23.3%
open_with,0.0%
text_empty,10.0%
share_with,94.2%
list+on_off,71.4%
advertisement+button,60.0%
image_list,66.7%
popup_date,0.0%
movie,63.3%
menu_list,82.9%
translate_with_sound,100.0%
IME,40.0%
dialer,0.0%
translate,0.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,5.7%
pinpoint_location,76.7%
popup_with_continue_as_name,11.4%
list,37.5%
camera,2.5%
picture,6.7%
popup,30.0%
navigation_menu,17.8%
input_form,0.0%
select_dialog,56.7%
calendar,90.0%
text_image,3.3%
continue_button,2.4%
theme,0.0%
homescreen,20.0%
Total,33.1%
