List,dec
text+button,27.8%
popup_with_access,3.3%
text_only,56.7%
open_with,24.4%
text_empty,6.7%
share_with,17.3%
list+on_off,94.3%
advertisement+button,15.0%
image_list,64.4%
popup_date,50.0%
movie,63.3%
menu_list,40.0%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,17.5%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,20.0%
pinpoint_location,76.7%
popup_with_continue_as_name,80.0%
list,0.0%
camera,2.5%
picture,46.7%
popup,16.7%
navigation_menu,22.2%
input_form,3.3%
select_dialog,30.0%
calendar,0.0%
text_image,10.0%
continue_button,2.4%
theme,18.2%
homescreen,0.0%
Total,27.9%
