List,dec
c12,13.3%
c13,94.3%
c18,10.0%
c21,2.6%
c6,34.3%
c3,6.7%
c1,86.7%
c23,31.6%
c5,12.5%
c17,10.0%
c11,73.3%
c2,60.0%
c7,100.0%
c16,10.0%
c15,56.7%
c10,40.0%
c20,7.9%
c14,6.7%
c9,100.0%
c19,76.5%
c22,97.3%
c8,0.0%
c4,20.0%
Total,41.1%
