List,dec
c12,6.7%
c13,8.6%
c18,26.7%
c21,2.6%
c6,97.1%
c3,6.7%
c1,63.3%
c23,0.0%
c5,17.5%
c17,30.0%
c11,26.7%
c2,97.5%
c7,0.0%
c16,20.0%
c15,0.0%
c10,0.0%
c20,10.5%
c14,26.7%
c9,4.5%
c19,94.1%
c22,100.0%
c8,93.3%
c4,0.0%
Total,34.1%
