List,dec
text+button,11.1%
popup_with_access,3.3%
text_only,10.0%
open_with,0.0%
text_empty,13.3%
share_with,94.2%
list+on_off,68.6%
advertisement+button,60.0%
image_list,2.2%
popup_date,16.7%
movie,6.7%
menu_list,82.9%
translate_with_sound,5.9%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,7.5%
location_selection,76.7%
continue_as_name,75.0%
popup_with_full_screen,5.7%
pinpoint_location,76.7%
popup_with_continue_as_name,71.4%
list,32.5%
camera,0.0%
picture,0.0%
popup,16.7%
navigation_menu,2.2%
input_form,6.7%
select_dialog,56.7%
calendar,90.0%
text_image,10.0%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,31.6%
