List,dec
r31,16.7%
r7,76.7%
r10,0.0%
r21,75.0%
r34,20.0%
r4,0.0%
r33,0.0%
r12,3.3%
r13,57.1%
r6,57.1%
r29,100.0%
r3,13.3%
r24,10.0%
r32,96.7%
r16,43.3%
r28,0.0%
r25,0.0%
r23,11.1%
r18,33.3%
r11,73.3%
r27,0.0%
r5,10.0%
r17,6.7%
r19,0.0%
r8,3.3%
r1,86.7%
r30,3.3%
r22,7.1%
r26,0.0%
r9,18.2%
r14,17.8%
r2,2.5%
r20,95.0%
r15,0.0%
Total,31.1%
