List,dec
r31,0.0%
r7,100.0%
r10,40.0%
r21,25.0%
r34,0.0%
r4,0.0%
r33,77.1%
r12,3.3%
r13,31.4%
r6,0.0%
r29,84.6%
r3,66.7%
r24,10.0%
r32,100.0%
r16,10.0%
r28,0.0%
r25,33.3%
r23,22.2%
r18,0.0%
r11,13.3%
r27,96.0%
r5,25.0%
r17,3.3%
r19,5.9%
r8,3.3%
r1,10.0%
r30,10.0%
r22,4.8%
r26,13.3%
r9,4.5%
r14,40.0%
r2,25.0%
r20,2.5%
r15,0.0%
Total,26.1%
