List,dec
r31,0.0%
r7,0.0%
r10,40.0%
r21,62.5%
r34,68.6%
r4,10.0%
r33,100.0%
r12,40.0%
r13,2.9%
r6,97.1%
r29,84.6%
r3,40.0%
r24,5.0%
r32,0.0%
r16,3.3%
r28,0.0%
r25,20.0%
r23,16.7%
r18,33.3%
r11,2.2%
r27,96.0%
r5,2.5%
r17,3.3%
r19,94.1%
r8,10.0%
r1,3.3%
r30,0.0%
r22,2.4%
r26,0.0%
r9,0.0%
r14,8.9%
r2,7.5%
r20,57.5%
r15,0.0%
Total,26.4%
