List,dec
r31,0.0%
r7,100.0%
r10,0.0%
r21,0.0%
r34,14.3%
r4,0.0%
r33,0.0%
r12,6.7%
r13,42.9%
r6,2.9%
r29,100.0%
r3,6.7%
r24,2.5%
r32,100.0%
r16,23.3%
r28,0.0%
r25,6.7%
r23,5.6%
r18,6.7%
r11,31.1%
r27,0.0%
r5,27.5%
r17,6.7%
r19,0.0%
r8,3.3%
r1,80.0%
r30,10.0%
r22,2.4%
r26,40.0%
r9,0.0%
r14,0.0%
r2,0.0%
r20,92.5%
r15,13.3%
Total,25.2%
