List,dec
text+button,5.6%
popup_with_access,0.0%
text_only,10.0%
open_with,2.2%
text_empty,13.3%
share_with,94.2%
list+on_off,37.1%
advertisement+button,60.0%
image_list,64.4%
popup_date,0.0%
movie,30.0%
menu_list,82.9%
translate_with_sound,94.1%
IME,0.0%
dialer,13.3%
translate,0.0%
image_view,10.0%
location_selection,3.3%
continue_as_name,75.0%
popup_with_full_screen,20.0%
pinpoint_location,76.7%
popup_with_continue_as_name,74.3%
list,10.0%
camera,2.5%
picture,0.0%
popup,23.3%
navigation_menu,6.7%
input_form,13.3%
select_dialog,0.0%
calendar,90.0%
text_image,20.0%
continue_button,7.1%
theme,0.0%
homescreen,20.0%
Total,30.3%
