List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,22.9%,37.1%
r4,10.0%,0.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,48.6%,40.0%
r6,51.4%,40.0%
r29,86.5%,50.0%
r3,6.7%,13.3%
r24,5.0%,0.0%
r32,96.7%,96.7%
r16,33.3%,3.3%
r28,42.2%,42.2%
r25,80.0%,3.3%
r23,11.1%,5.6%
r18,20.0%,23.3%
r11,42.2%,48.9%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,23.3%,6.7%
r19,100.0%,0.0%
r8,80.0%,80.0%
r1,13.3%,70.0%
r30,6.7%,3.3%
r22,0.0%,9.5%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,24.4%,28.9%
r2,42.5%,52.5%
r20,72.5%,20.0%
r15,90.0%,0.0%
Total,46.6%,34.0%
